epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,1656.04,0.32375,0.04924,0.02622,0.219,0.83709,0.99984,1,0.995,0.96177,0.99984,1,0.995,0.995,0.30417,0.01525,0.00311,0.15914,0.77339,0.0007823,0.0007823,0.0007823
125,1669.33,0.32959,0.05181,0.01848,0.22017,0.8432,0.99982,1,0.995,0.95671,0.99982,1,0.995,0.99481,0.31195,0.021,0.00586,0.17062,0.77434,0.0007724,0.0007724,0.0007724
126,1682.51,0.32545,0.04159,0.02187,0.21729,0.83765,0.9998,1,0.995,0.95269,0.9998,1,0.995,0.995,0.30936,0.01432,0.00629,0.16232,0.77562,0.0007625,0.0007625,0.0007625
127,1696.11,0.32739,0.04394,0.02431,0.22266,0.84449,0.99982,1,0.995,0.95696,0.99982,1,0.995,0.995,0.30489,0.01363,0.00456,0.16118,0.77587,0.0007526,0.0007526,0.0007526
128,1709.37,0.33175,0.0483,0.02445,0.2228,0.84118,0.99982,1,0.995,0.95626,0.99982,1,0.995,0.995,0.31053,0.01527,0.00456,0.16413,0.77887,0.0007427,0.0007427,0.0007427
129,1722.66,0.33293,0.04369,0.02058,0.22044,0.8394,0.99982,1,0.995,0.95697,0.99982,1,0.995,0.995,0.3074,0.01452,0.00692,0.15887,0.77654,0.0007328,0.0007328,0.0007328
130,1736.25,0.32334,0.0415,0.02187,0.21693,0.84195,0.99976,1,0.995,0.95495,0.99976,1,0.995,0.995,0.30573,0.01415,0.00603,0.16293,0.77591,0.0007229,0.0007229,0.0007229
131,1749.54,0.31914,0.04412,0.01949,0.2229,0.8374,0.99981,1,0.995,0.95849,0.99981,1,0.995,0.995,0.30538,0.01421,0.00449,0.16,0.77714,0.000713,0.000713,0.000713
132,1762.8,0.32357,0.0416,0.02112,0.21808,0.84244,0.99979,1,0.995,0.9571,0.99979,1,0.995,0.995,0.30628,0.01444,0.00754,0.1598,0.77495,0.0007031,0.0007031,0.0007031
133,1776.35,0.32317,0.03948,0.02351,0.21502,0.83837,0.9998,1,0.995,0.95746,0.9998,1,0.995,0.995,0.30525,0.01502,0.01147,0.15989,0.77346,0.0006932,0.0006932,0.0006932
134,1789.72,0.32275,0.04154,0.02382,0.21396,0.83933,0.99982,1,0.995,0.96007,0.99982,1,0.995,0.995,0.3045,0.01477,0.01109,0.15884,0.77373,0.0006833,0.0006833,0.0006833
135,1802.89,0.321,0.04168,0.02602,0.21385,0.83632,0.99981,1,0.995,0.96015,0.99981,1,0.995,0.995,0.30491,0.0157,0.00981,0.15783,0.77273,0.0006734,0.0006734,0.0006734
136,1816.44,0.32558,0.04429,0.02345,0.21633,0.84047,0.99958,1,0.995,0.95792,0.99958,1,0.995,0.995,0.3021,0.01475,0.01042,0.15677,0.77338,0.0006635,0.0006635,0.0006635
137,1829.94,0.31529,0.04565,0.02382,0.21126,0.841,0.99973,1,0.995,0.95765,0.99973,1,0.995,0.995,0.303,0.01438,0.0099,0.15811,0.77332,0.0006536,0.0006536,0.0006536
138,1843.07,0.31841,0.03801,0.02136,0.20964,0.84171,0.99982,1,0.995,0.9548,0.99982,1,0.995,0.995,0.3054,0.01393,0.00842,0.15805,0.77296,0.0006437,0.0006437,0.0006437
139,1856.59,0.32548,0.03944,0.02115,0.21386,0.83827,0.99983,1,0.995,0.95811,0.99983,1,0.995,0.99492,0.30774,0.01454,0.0141,0.15589,0.77413,0.0006338,0.0006338,0.0006338
140,1869.93,0.31665,0.03668,0.02277,0.20824,0.84047,0.99984,1,0.995,0.95451,0.99984,1,0.995,0.995,0.31621,0.01505,0.02056,0.15639,0.77677,0.0006239,0.0006239,0.0006239
141,1883.08,0.31868,0.0363,0.01957,0.20972,0.84252,0.99983,1,0.995,0.96673,0.99983,1,0.995,0.995,0.30449,0.01388,0.00822,0.15568,0.77374,0.000614,0.000614,0.000614
142,1896.56,0.31348,0.04087,0.02218,0.2108,0.83812,0.99983,1,0.995,0.95577,0.99983,1,0.995,0.995,0.30378,0.01428,0.0064,0.15564,0.77183,0.0006041,0.0006041,0.0006041
143,1910.08,0.32456,0.0433,0.02136,0.21717,0.84165,0.99981,1,0.995,0.95774,0.99981,1,0.995,0.995,0.30916,0.01352,0.00914,0.15603,0.77291,0.0005942,0.0005942,0.0005942
144,1923.2,0.31734,0.03868,0.02266,0.21048,0.8381,0.99971,1,0.995,0.95532,0.99971,1,0.995,0.995,0.31384,0.01401,0.00771,0.15461,0.77459,0.0005843,0.0005843,0.0005843
145,1936.7,0.31386,0.0407,0.02384,0.20924,0.83833,0.99972,1,0.995,0.95659,0.99972,1,0.995,0.995,0.30761,0.01406,0.00437,0.15549,0.77292,0.0005744,0.0005744,0.0005744
146,1950.08,0.30675,0.04262,0.02152,0.20643,0.8384,0.99982,1,0.995,0.9617,0.99982,1,0.995,0.995,0.30515,0.01318,0.00435,0.15577,0.77314,0.0005645,0.0005645,0.0005645
147,1963.26,0.31439,0.04022,0.02067,0.20748,0.83941,0.99984,1,0.995,0.95751,0.99984,1,0.995,0.995,0.30921,0.01407,0.00235,0.15816,0.77718,0.0005546,0.0005546,0.0005546
148,1976.81,0.31541,0.03429,0.02313,0.20841,0.83742,0.99981,1,0.995,0.96127,0.99981,1,0.995,0.995,0.30547,0.01412,0.00841,0.15444,0.77381,0.0005447,0.0005447,0.0005447
149,1990.34,0.31516,0.0358,0.02006,0.20866,0.83528,0.99984,1,0.995,0.96112,0.99984,1,0.995,0.995,0.30449,0.01411,0.0079,0.15151,0.7726,0.0005348,0.0005348,0.0005348
150,2003.5,0.31288,0.04084,0.0215,0.20393,0.83497,0.99978,1,0.995,0.957,0.99978,1,0.995,0.995,0.30228,0.01368,0.01444,0.15287,0.77221,0.0005249,0.0005249,0.0005249
151,2016.93,0.30465,0.03786,0.01956,0.20224,0.83462,0.9998,1,0.995,0.96052,0.9998,1,0.995,0.995,0.30982,0.01269,0.00649,0.15553,0.77485,0.000515,0.000515,0.000515
152,2030.53,0.31439,0.0385,0.0198,0.20521,0.83769,0.99983,1,0.995,0.95858,0.99983,1,0.995,0.995,0.30258,0.01312,0.00757,0.151,0.77261,0.0005051,0.0005051,0.0005051
153,2043.91,0.31243,0.03457,0.02053,0.20715,0.83708,0.99981,1,0.995,0.9604,0.99981,1,0.995,0.995,0.29987,0.01307,0.00271,0.14892,0.7709,0.0004952,0.0004952,0.0004952
154,2057.27,0.30761,0.03443,0.01789,0.20405,0.83857,0.99983,1,0.995,0.95629,0.99983,1,0.995,0.995,0.30487,0.01318,0.00421,0.1534,0.77373,0.0004853,0.0004853,0.0004853
155,2070.64,0.31119,0.03237,0.01864,0.20391,0.83901,0.99982,1,0.995,0.9603,0.99982,1,0.995,0.995,0.2965,0.01279,0.00381,0.15305,0.77147,0.0004754,0.0004754,0.0004754
156,2083.82,0.31009,0.04017,0.02258,0.20129,0.84005,0.99983,1,0.995,0.95875,0.99983,1,0.995,0.995,0.30015,0.01334,0.00373,0.15162,0.77335,0.0004655,0.0004655,0.0004655
157,2097.23,0.30737,0.03052,0.01776,0.20262,0.83853,0.99983,1,0.995,0.95782,0.99983,1,0.995,0.995,0.30114,0.0128,0.0057,0.15276,0.77476,0.0004556,0.0004556,0.0004556
158,2110.63,0.30437,0.03218,0.01932,0.20072,0.83505,0.99983,1,0.995,0.9588,0.99983,1,0.995,0.995,0.30011,0.01272,0.00603,0.15489,0.77399,0.0004457,0.0004457,0.0004457
159,2123.89,0.3064,0.04322,0.02191,0.204,0.83796,0.9998,1,0.995,0.9612,0.9998,1,0.995,0.995,0.29758,0.01319,0.00918,0.14804,0.77238,0.0004358,0.0004358,0.0004358
160,2137.16,0.30591,0.03271,0.01948,0.20313,0.83601,0.99983,1,0.995,0.95364,0.99983,1,0.995,0.995,0.30837,0.01268,0.00877,0.15395,0.77406,0.0004259,0.0004259,0.0004259
161,2150.61,0.30165,0.03914,0.02151,0.20059,0.83625,0.99984,1,0.995,0.9614,0.99984,1,0.995,0.995,0.30353,0.01264,0.00457,0.14964,0.77211,0.000416,0.000416,0.000416
162,2163.96,0.30681,0.03483,0.01984,0.19967,0.83522,0.99984,1,0.995,0.95936,0.99984,1,0.995,0.995,0.30305,0.01256,0.0046,0.14787,0.77233,0.0004061,0.0004061,0.0004061
163,2177.24,0.29903,0.03094,0.01847,0.1987,0.83607,0.99983,1,0.995,0.95823,0.99983,1,0.995,0.995,0.30745,0.0128,0.0058,0.15447,0.77454,0.0003962,0.0003962,0.0003962
164,2190.75,0.29895,0.03251,0.01823,0.19737,0.83368,0.99982,1,0.995,0.95803,0.99982,1,0.995,0.995,0.30365,0.0128,0.00671,0.14998,0.77467,0.0003863,0.0003863,0.0003863
165,2204.07,0.30937,0.03118,0.01865,0.20187,0.83734,0.99982,1,0.995,0.95786,0.99982,1,0.995,0.995,0.30667,0.01304,0.00474,0.15178,0.77545,0.0003764,0.0003764,0.0003764
166,2217.34,0.30158,0.03342,0.01934,0.19724,0.83556,0.99982,1,0.995,0.95769,0.99982,1,0.995,0.995,0.30397,0.01275,0.00918,0.1495,0.77371,0.0003665,0.0003665,0.0003665
167,2230.85,0.3009,0.03708,0.01931,0.1986,0.83757,0.99984,1,0.995,0.96156,0.99984,1,0.995,0.995,0.30691,0.01291,0.00599,0.14996,0.77378,0.0003566,0.0003566,0.0003566
168,2244.08,0.30255,0.03386,0.01705,0.1998,0.83546,0.99983,1,0.995,0.9562,0.99983,1,0.995,0.995,0.30861,0.01297,0.00674,0.15273,0.77509,0.0003467,0.0003467,0.0003467
169,2257.41,0.29899,0.0329,0.01596,0.20113,0.83542,0.99983,1,0.995,0.96069,0.99983,1,0.995,0.995,0.30157,0.01307,0.01998,0.1472,0.77202,0.0003368,0.0003368,0.0003368
170,2270.95,0.29895,0.03598,0.01733,0.19635,0.83867,0.99984,1,0.995,0.95827,0.99984,1,0.995,0.995,0.30518,0.0126,0.00801,0.14834,0.77276,0.0003269,0.0003269,0.0003269
171,2284.29,0.30093,0.03038,0.01648,0.20123,0.83355,0.99983,1,0.995,0.96023,0.99983,1,0.995,0.995,0.30899,0.0127,0.00422,0.15068,0.77481,0.000317,0.000317,0.000317
172,2297.67,0.29587,0.02972,0.01772,0.19379,0.83679,0.99982,1,0.995,0.96026,0.99982,1,0.995,0.995,0.30348,0.01246,0.0047,0.14723,0.77269,0.0003071,0.0003071,0.0003071
173,2311.15,0.29569,0.03413,0.02081,0.19621,0.8356,0.9998,1,0.995,0.95979,0.9998,1,0.995,0.995,0.30269,0.01266,0.00497,0.14473,0.77145,0.0002972,0.0002972,0.0002972
174,2324.56,0.30063,0.0335,0.01902,0.19561,0.83387,0.99981,1,0.995,0.9599,0.99981,1,0.995,0.995,0.30738,0.01183,0.00797,0.14648,0.77402,0.0002873,0.0002873,0.0002873
175,2337.83,0.29903,0.03795,0.0204,0.19765,0.83631,0.99981,1,0.995,0.95873,0.99981,1,0.995,0.995,0.30318,0.01189,0.00468,0.14608,0.77233,0.0002774,0.0002774,0.0002774
176,2351.29,0.29359,0.02835,0.01646,0.19318,0.83364,0.99981,1,0.995,0.96076,0.99981,1,0.995,0.995,0.30315,0.01189,0.00448,0.14552,0.77263,0.0002675,0.0002675,0.0002675
177,2364.81,0.29671,0.03364,0.01844,0.19527,0.83271,0.99981,1,0.995,0.95919,0.99981,1,0.995,0.995,0.29865,0.01214,0.01046,0.14497,0.77069,0.0002576,0.0002576,0.0002576
178,2378.08,0.2964,0.02846,0.01811,0.20017,0.83618,0.99981,1,0.995,0.95823,0.99981,1,0.995,0.995,0.30484,0.01202,0.00821,0.14826,0.77332,0.0002477,0.0002477,0.0002477
179,2391.48,0.29187,0.03412,0.01972,0.19123,0.83566,0.99982,1,0.995,0.95585,0.99982,1,0.995,0.995,0.3077,0.01258,0.00859,0.14768,0.77405,0.0002378,0.0002378,0.0002378
180,2404.93,0.29492,0.0307,0.01721,0.1949,0.83596,0.99982,1,0.995,0.95876,0.99982,1,0.995,0.995,0.30097,0.01179,0.01057,0.14538,0.77231,0.0002279,0.0002279,0.0002279
181,2418.19,0.29555,0.0298,0.01814,0.19037,0.83732,0.9998,1,0.995,0.95702,0.9998,1,0.995,0.995,0.30354,0.01192,0.00827,0.14744,0.7729,0.000218,0.000218,0.000218
182,2431.63,0.29501,0.03012,0.01791,0.19231,0.83075,0.9998,1,0.995,0.95829,0.9998,1,0.995,0.995,0.30417,0.01254,0.00776,0.14652,0.77376,0.0002081,0.0002081,0.0002081
183,2445.13,0.28836,0.03208,0.01774,0.19057,0.82936,0.99981,1,0.995,0.95828,0.99981,1,0.995,0.995,0.30529,0.01189,0.01647,0.14569,0.77361,0.0001982,0.0001982,0.0001982
184,2458.39,0.29271,0.02784,0.01558,0.19169,0.83525,0.99981,1,0.995,0.95754,0.99981,1,0.995,0.995,0.30443,0.01179,0.01024,0.14509,0.7728,0.0001883,0.0001883,0.0001883
185,2471.69,0.29125,0.02821,0.01736,0.18777,0.83157,0.99981,1,0.995,0.9612,0.99981,1,0.995,0.995,0.30149,0.01191,0.0096,0.14388,0.77205,0.0001784,0.0001784,0.0001784
186,2485.1,0.29091,0.03179,0.01674,0.19163,0.8319,0.9998,1,0.995,0.95598,0.9998,1,0.995,0.995,0.30204,0.01191,0.01361,0.14571,0.77312,0.0001685,0.0001685,0.0001685
187,2498.45,0.28948,0.02729,0.01624,0.18822,0.83437,0.99981,1,0.995,0.95874,0.99981,1,0.995,0.995,0.30329,0.01151,0.00891,0.14375,0.77382,0.0001586,0.0001586,0.0001586
188,2511.8,0.29051,0.03208,0.01578,0.19057,0.83395,0.99981,1,0.995,0.9583,0.99981,1,0.995,0.995,0.3034,0.01155,0.00695,0.14308,0.77343,0.0001487,0.0001487,0.0001487
189,2525.33,0.28631,0.02608,0.01663,0.18829,0.8312,0.99982,1,0.995,0.95624,0.99982,1,0.995,0.995,0.30596,0.0117,0.00592,0.14273,0.77479,0.0001388,0.0001388,0.0001388
190,2538.51,0.28923,0.02948,0.01881,0.18849,0.83517,0.99983,1,0.995,0.96161,0.99983,1,0.995,0.995,0.29966,0.01143,0.00764,0.14319,0.77188,0.0001289,0.0001289,0.0001289
191,2551.98,0.25913,0.01697,0.00959,0.15298,0.79878,0.99981,1,0.995,0.95714,0.99981,1,0.995,0.995,0.29836,0.0118,0.00455,0.14265,0.77339,0.000119,0.000119,0.000119
192,2565.52,0.25727,0.01687,0.0076,0.15041,0.79573,0.99981,1,0.995,0.95663,0.99981,1,0.995,0.995,0.3011,0.01138,0.00402,0.14391,0.77301,0.0001091,0.0001091,0.0001091
193,2578.77,0.25543,0.0158,0.00749,0.14915,0.79011,0.99982,1,0.995,0.95668,0.99982,1,0.995,0.995,0.30259,0.01154,0.0031,0.14382,0.77284,9.92e-05,9.92e-05,9.92e-05
194,2591.93,0.25354,0.01709,0.00634,0.14996,0.79571,0.99982,1,0.995,0.955,0.99982,1,0.995,0.995,0.29885,0.01111,0.0025,0.14306,0.77144,8.93e-05,8.93e-05,8.93e-05
195,2605.4,0.25194,0.01532,0.00832,0.14802,0.79258,0.99983,1,0.995,0.95815,0.99983,1,0.995,0.995,0.30238,0.01112,0.00229,0.14493,0.77156,7.94e-05,7.94e-05,7.94e-05
196,2618.53,0.25267,0.01726,0.00816,0.14682,0.795,0.99983,1,0.995,0.95774,0.99983,1,0.995,0.995,0.30004,0.01123,0.00214,0.14228,0.7709,6.95e-05,6.95e-05,6.95e-05
197,2631.81,0.25017,0.01481,0.00625,0.14528,0.79746,0.99983,1,0.995,0.95795,0.99983,1,0.995,0.995,0.29866,0.01109,0.0021,0.14041,0.77004,5.96e-05,5.96e-05,5.96e-05
198,2645.16,0.25022,0.01598,0.00877,0.14708,0.79589,0.99983,1,0.995,0.95916,0.99983,1,0.995,0.995,0.29865,0.01097,0.00204,0.14037,0.77041,4.97e-05,4.97e-05,4.97e-05
199,2658.26,0.25242,0.01502,0.00945,0.14584,0.7977,0.99983,1,0.995,0.95678,0.99983,1,0.995,0.995,0.30026,0.01105,0.00176,0.14053,0.77096,3.98e-05,3.98e-05,3.98e-05
200,2671.56,0.24837,0.01489,0.00757,0.14415,0.79431,0.99983,1,0.995,0.95711,0.99983,1,0.995,0.995,0.30023,0.01098,0.00168,0.14206,0.77142,2.99e-05,2.99e-05,2.99e-05
