epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,175.966,0.52531,0.33509,0.1498,0.37636,0.8999,0.99951,1,0.995,0.91319,0.99951,1,0.995,0.99202,0.42125,0.13155,0.01468,0.32953,0.81105,0.0017228,0.0017228,0.0017228
16,187.761,0.52308,0.35041,0.13505,0.36998,0.8951,0.99644,1,0.995,0.92212,0.99644,1,0.995,0.9939,0.40129,0.10773,0.01605,0.28057,0.80016,0.001703,0.001703,0.001703
17,199.767,0.51812,0.34438,0.13673,0.36946,0.89741,0.99971,1,0.995,0.91253,0.99971,1,0.995,0.99407,0.44467,0.11136,0.02318,0.28693,0.81712,0.0016832,0.0016832,0.0016832
18,211.557,0.51687,0.30402,0.12878,0.36292,0.89666,0.9916,1,0.995,0.91561,0.9916,1,0.995,0.99409,0.42389,0.11537,0.0348,0.28454,0.8179,0.0016634,0.0016634,0.0016634
19,223.297,0.50134,0.28251,0.12222,0.3541,0.89335,0.99913,1,0.995,0.91916,0.99913,1,0.995,0.99451,0.40545,0.09142,0.01128,0.25602,0.81,0.0016436,0.0016436,0.0016436
20,235.347,0.48226,0.2527,0.11041,0.33819,0.87993,0.99943,1,0.995,0.92783,0.99943,1,0.995,0.9949,0.37678,0.09355,0.01979,0.25436,0.80015,0.0016238,0.0016238,0.0016238
21,247.193,0.49032,0.26156,0.11221,0.34613,0.88433,0.97099,1,0.99393,0.92464,0.97099,1,0.99393,0.9935,0.3868,0.09254,0.00834,0.31568,0.79775,0.001604,0.001604,0.001604
22,259.063,0.49539,0.25599,0.09987,0.34211,0.89347,1,0.99991,0.995,0.91838,1,0.99991,0.995,0.99499,0.4116,0.08192,0.00751,0.25444,0.80671,0.0015842,0.0015842,0.0015842
23,270.961,0.48168,0.26529,0.09752,0.33889,0.88608,0.99919,1,0.995,0.93117,0.99919,1,0.995,0.99388,0.37981,0.07808,0.01507,0.24815,0.80524,0.0015644,0.0015644,0.0015644
24,282.801,0.48013,0.24213,0.09611,0.33432,0.88904,0.99954,1,0.995,0.91733,0.99954,1,0.995,0.99474,0.40829,0.07473,0.01501,0.25863,0.80743,0.0015446,0.0015446,0.0015446
25,294.804,0.48945,0.22425,0.08788,0.33743,0.88921,0.99983,1,0.995,0.93558,0.99983,1,0.995,0.99471,0.37391,0.05816,0.00847,0.24436,0.7957,0.0015248,0.0015248,0.0015248
26,306.736,0.47322,0.22762,0.08418,0.32759,0.88341,0.99353,1,0.99478,0.92919,0.99353,1,0.99478,0.99471,0.3777,0.07316,0.00802,0.26246,0.80114,0.001505,0.001505,0.001505
27,318.446,0.46803,0.24163,0.09183,0.33033,0.88657,0.99815,1,0.995,0.92689,0.99815,1,0.995,0.99491,0.39065,0.07399,0.00621,0.24511,0.80068,0.0014852,0.0014852,0.0014852
28,330.432,0.45015,0.1675,0.0724,0.31878,0.87321,0.99948,1,0.995,0.93994,0.99948,1,0.995,0.99494,0.35977,0.05206,0.00672,0.23626,0.79049,0.0014654,0.0014654,0.0014654
29,342.215,0.45943,0.19671,0.0832,0.3247,0.87992,0.9967,1,0.995,0.93238,0.9967,1,0.995,0.99458,0.36663,0.06033,0.00609,0.24333,0.79468,0.0014456,0.0014456,0.0014456
30,354.044,0.46016,0.18934,0.07394,0.32082,0.87701,0.99893,1,0.995,0.93529,0.99893,1,0.995,0.995,0.36694,0.06765,0.00823,0.24331,0.79443,0.0014258,0.0014258,0.0014258
31,365.941,0.44899,0.16741,0.07318,0.31753,0.87488,0.99865,1,0.995,0.93929,0.99865,1,0.995,0.99458,0.35516,0.05747,0.00895,0.22954,0.79474,0.001406,0.001406,0.001406
32,377.739,0.44893,0.15358,0.07639,0.31652,0.87514,0.99961,1,0.995,0.93568,0.99961,1,0.995,0.995,0.37373,0.05327,0.00809,0.23892,0.79353,0.0013862,0.0013862,0.0013862
33,389.576,0.43015,0.15324,0.06714,0.30358,0.86762,0.99688,1,0.995,0.93633,0.99688,1,0.995,0.99498,0.36516,0.04986,0.00505,0.23682,0.79418,0.0013664,0.0013664,0.0013664
34,401.486,0.44426,0.13335,0.06633,0.30792,0.87194,0.9947,1,0.99489,0.93888,0.9947,1,0.99489,0.99468,0.36718,0.06791,0.00631,0.25076,0.79277,0.0013466,0.0013466,0.0013466
35,413.253,0.43294,0.12004,0.06487,0.30351,0.87104,0.99978,1,0.995,0.93936,0.99978,1,0.995,0.99493,0.35621,0.04879,0.00549,0.2226,0.79276,0.0013268,0.0013268,0.0013268
36,425.254,0.44244,0.16733,0.06707,0.30422,0.87243,0.99979,1,0.995,0.9489,0.99979,1,0.995,0.99495,0.35002,0.07956,0.00505,0.21898,0.78963,0.001307,0.001307,0.001307
37,437.173,0.43763,0.14484,0.06257,0.29614,0.87085,0.9968,1,0.995,0.94803,0.9968,1,0.995,0.99493,0.34124,0.05362,0.00942,0.21826,0.78523,0.0012872,0.0012872,0.0012872
38,448.906,0.42446,0.14369,0.05996,0.29337,0.86791,0.99951,1,0.995,0.92925,0.99951,1,0.995,0.995,0.36294,0.04574,0.00535,0.22289,0.79204,0.0012674,0.0012674,0.0012674
39,460.895,0.42136,0.14648,0.06173,0.29546,0.86387,0.99962,1,0.995,0.94379,0.99962,1,0.995,0.99488,0.35946,0.0437,0.00527,0.21564,0.79252,0.0012476,0.0012476,0.0012476
40,472.616,0.42389,0.14074,0.05896,0.29458,0.86791,0.99978,1,0.995,0.9346,0.99978,1,0.995,0.99455,0.36656,0.05602,0.00522,0.22983,0.79279,0.0012278,0.0012278,0.0012278
41,484.56,0.42802,0.13583,0.06232,0.29843,0.86582,0.99826,1,0.995,0.94152,0.99826,1,0.995,0.995,0.3626,0.03813,0.00643,0.22064,0.79519,0.001208,0.001208,0.001208
42,496.57,0.42204,0.1345,0.05836,0.29531,0.86723,0.99979,1,0.995,0.95291,0.99979,1,0.995,0.995,0.3311,0.03774,0.00428,0.21456,0.78429,0.0011882,0.0011882,0.0011882
43,508.365,0.41655,0.10672,0.0518,0.2891,0.86455,0.99983,1,0.995,0.94918,0.99983,1,0.995,0.995,0.3399,0.03459,0.00773,0.20794,0.78882,0.0011684,0.0011684,0.0011684
44,520.346,0.40876,0.12747,0.06086,0.2842,0.86507,0.99959,1,0.995,0.93885,0.99959,1,0.995,0.99489,0.35465,0.04465,0.01315,0.20958,0.7948,0.0011486,0.0011486,0.0011486
45,532.061,0.41272,0.14283,0.0589,0.28677,0.86489,0.99909,1,0.995,0.93557,0.99909,1,0.995,0.99477,0.37214,0.03871,0.00561,0.22232,0.79684,0.0011288,0.0011288,0.0011288
46,543.923,0.40653,0.11508,0.05414,0.28214,0.86074,0.99981,1,0.995,0.94688,0.99981,1,0.995,0.99481,0.35454,0.03614,0.00726,0.21253,0.79155,0.001109,0.001109,0.001109
47,555.926,0.40093,0.10931,0.05364,0.27664,0.85808,0.99982,1,0.995,0.95121,0.99982,1,0.995,0.99494,0.33174,0.03787,0.01232,0.19279,0.78559,0.0010892,0.0010892,0.0010892
48,567.753,0.39959,0.11442,0.05004,0.27686,0.86032,0.99978,1,0.995,0.94892,0.99978,1,0.995,0.99491,0.32887,0.03781,0.00815,0.19457,0.78235,0.0010694,0.0010694,0.0010694
49,579.696,0.40293,0.11399,0.05476,0.28101,0.85979,0.99978,1,0.995,0.94532,0.99978,1,0.995,0.99498,0.33555,0.03719,0.00432,0.20355,0.78631,0.0010496,0.0010496,0.0010496
50,591.544,0.39833,0.12866,0.05129,0.27608,0.86163,0.99975,1,0.995,0.95207,0.99975,1,0.995,0.99498,0.32442,0.03959,0.00584,0.19747,0.78015,0.0010298,0.0010298,0.0010298
51,603.377,0.39761,0.11247,0.05074,0.27084,0.8561,0.99975,1,0.995,0.94675,0.99975,1,0.995,0.99488,0.33475,0.03371,0.00587,0.20947,0.78486,0.00101,0.00101,0.00101
52,615.38,0.39662,0.09631,0.04777,0.27478,0.85925,0.99963,1,0.995,0.94399,0.99963,1,0.995,0.995,0.33915,0.03467,0.009,0.20088,0.78497,0.0009902,0.0009902,0.0009902
53,627.186,0.38714,0.09643,0.04904,0.26874,0.85826,0.99983,1,0.995,0.95306,0.99983,1,0.995,0.99467,0.31818,0.04449,0.008,0.196,0.78142,0.0009704,0.0009704,0.0009704
54,638.997,0.39163,0.10316,0.04616,0.27039,0.85902,0.99982,1,0.995,0.94476,0.99982,1,0.995,0.99487,0.34744,0.03725,0.00585,0.19823,0.78614,0.0009506,0.0009506,0.0009506
55,651.023,0.40237,0.09884,0.0438,0.27188,0.85911,0.99975,1,0.995,0.95131,0.99975,1,0.995,0.99486,0.31488,0.03757,0.00543,0.19232,0.77774,0.0009308,0.0009308,0.0009308
56,662.768,0.38729,0.10971,0.0468,0.26775,0.85919,0.99984,1,0.995,0.95474,0.99984,1,0.995,0.995,0.31943,0.03389,0.00298,0.19287,0.77984,0.000911,0.000911,0.000911
57,674.7,0.38686,0.08977,0.04396,0.26481,0.85846,0.99983,1,0.995,0.95261,0.99983,1,0.995,0.99491,0.32132,0.03104,0.00496,0.19118,0.7793,0.0008912,0.0008912,0.0008912
58,686.653,0.38247,0.08446,0.04017,0.26226,0.85765,0.99971,1,0.995,0.94465,0.99971,1,0.995,0.99461,0.33059,0.02874,0.00422,0.19203,0.78372,0.0008714,0.0008714,0.0008714
59,698.386,0.37641,0.07238,0.03842,0.25797,0.85285,0.99981,1,0.995,0.9528,0.99981,1,0.995,0.99496,0.31677,0.02608,0.00404,0.19383,0.77925,0.0008516,0.0008516,0.0008516
60,710.333,0.38249,0.09478,0.04039,0.26142,0.85387,0.99978,1,0.995,0.95652,0.99978,1,0.995,0.995,0.31687,0.02787,0.00469,0.19371,0.7763,0.0008318,0.0008318,0.0008318
61,722.159,0.37445,0.08234,0.03817,0.25421,0.85149,0.99983,1,0.995,0.94682,0.99983,1,0.995,0.995,0.34042,0.02736,0.00789,0.19075,0.78389,0.000812,0.000812,0.000812
62,734.061,0.3751,0.08585,0.03794,0.25605,0.85191,0.9985,1,0.995,0.95545,0.9985,1,0.995,0.995,0.32247,0.02643,0.00374,0.19126,0.78229,0.0007922,0.0007922,0.0007922
63,746.052,0.3776,0.08214,0.04181,0.25363,0.85634,0.99984,1,0.995,0.95125,0.99984,1,0.995,0.99491,0.32969,0.02626,0.00797,0.18837,0.78368,0.0007724,0.0007724,0.0007724
64,757.787,0.37175,0.07012,0.03736,0.2555,0.85504,0.99984,1,0.995,0.94642,0.99984,1,0.995,0.995,0.33322,0.02987,0.01333,0.1913,0.78566,0.0007526,0.0007526,0.0007526
65,769.719,0.37274,0.08137,0.03977,0.25666,0.85474,0.99976,1,0.995,0.94914,0.99976,1,0.995,0.995,0.32352,0.03206,0.00821,0.18795,0.78011,0.0007328,0.0007328,0.0007328
66,781.623,0.36535,0.07346,0.04169,0.24888,0.849,0.99982,1,0.995,0.94527,0.99982,1,0.995,0.99494,0.33459,0.02631,0.01488,0.19064,0.78443,0.000713,0.000713,0.000713
67,793.379,0.36811,0.06919,0.03868,0.25131,0.85234,0.99983,1,0.995,0.95474,0.99983,1,0.995,0.99492,0.32061,0.03022,0.00984,0.1817,0.78093,0.0006932,0.0006932,0.0006932
68,805.363,0.36611,0.07736,0.03708,0.2483,0.8531,0.99941,1,0.995,0.95957,0.99941,1,0.995,0.99494,0.3078,0.02696,0.00739,0.18276,0.77646,0.0006734,0.0006734,0.0006734
69,817.245,0.36033,0.07544,0.03731,0.2459,0.85333,0.9998,1,0.995,0.95522,0.9998,1,0.995,0.995,0.31445,0.02479,0.00544,0.18511,0.78053,0.0006536,0.0006536,0.0006536
70,829.074,0.36649,0.0747,0.03612,0.2511,0.8516,0.99983,1,0.995,0.95589,0.99983,1,0.995,0.995,0.32074,0.02283,0.00819,0.17892,0.77976,0.0006338,0.0006338,0.0006338
71,841.022,0.36198,0.07125,0.03551,0.24193,0.84948,0.99979,1,0.995,0.9536,0.99979,1,0.995,0.99444,0.31856,0.02798,0.02095,0.18078,0.7791,0.000614,0.000614,0.000614
72,852.696,0.35463,0.06195,0.03484,0.24213,0.85085,0.99983,1,0.995,0.95087,0.99983,1,0.995,0.995,0.32607,0.02476,0.00944,0.18157,0.78193,0.0005942,0.0005942,0.0005942
73,864.668,0.35658,0.06414,0.03603,0.24196,0.85076,0.99984,1,0.995,0.95155,0.99984,1,0.995,0.99485,0.33351,0.03042,0.01659,0.18174,0.78231,0.0005744,0.0005744,0.0005744
74,876.613,0.35897,0.08006,0.03903,0.24922,0.85103,0.99983,1,0.995,0.95053,0.99983,1,0.995,0.995,0.32558,0.02396,0.01012,0.17591,0.7808,0.0005546,0.0005546,0.0005546
75,888.361,0.3582,0.06514,0.03781,0.24062,0.8486,0.99983,1,0.995,0.94821,0.99983,1,0.995,0.995,0.31814,0.02422,0.01336,0.17759,0.77891,0.0005348,0.0005348,0.0005348
76,900.353,0.35192,0.0635,0.0344,0.23658,0.84462,0.99983,1,0.995,0.95236,0.99983,1,0.995,0.995,0.33141,0.02703,0.01327,0.1765,0.77942,0.000515,0.000515,0.000515
77,912.111,0.35383,0.08665,0.03072,0.2377,0.84307,0.99982,1,0.995,0.95539,0.99982,1,0.995,0.99493,0.32173,0.02209,0.01041,0.16861,0.77887,0.0004952,0.0004952,0.0004952
78,923.94,0.35288,0.06574,0.0338,0.23531,0.8482,0.9998,1,0.995,0.95539,0.9998,1,0.995,0.995,0.31913,0.02712,0.01711,0.17375,0.77993,0.0004754,0.0004754,0.0004754
79,935.89,0.3525,0.06055,0.03376,0.2392,0.84657,0.99977,1,0.995,0.95159,0.99977,1,0.995,0.995,0.32421,0.02267,0.02613,0.17697,0.78201,0.0004556,0.0004556,0.0004556
80,947.731,0.35488,0.06707,0.03795,0.24139,0.84795,0.99983,1,0.995,0.95877,0.99983,1,0.995,0.995,0.31102,0.02467,0.01626,0.17337,0.7782,0.0004358,0.0004358,0.0004358
81,959.615,0.34711,0.05789,0.02933,0.23116,0.84749,0.99984,1,0.995,0.95445,0.99984,1,0.995,0.995,0.30935,0.0221,0.02056,0.17086,0.777,0.000416,0.000416,0.000416
82,971.475,0.34684,0.06302,0.03531,0.23331,0.84954,0.99977,1,0.995,0.95494,0.99977,1,0.995,0.99489,0.31509,0.02524,0.01239,0.17289,0.77839,0.0003962,0.0003962,0.0003962
83,983.232,0.3436,0.06291,0.03195,0.2322,0.84667,0.99982,1,0.995,0.95997,0.99982,1,0.995,0.995,0.30477,0.0225,0.01654,0.16379,0.77549,0.0003764,0.0003764,0.0003764
84,995.174,0.34103,0.06015,0.03246,0.23002,0.84609,0.99983,1,0.995,0.95492,0.99983,1,0.995,0.995,0.31332,0.02008,0.00979,0.16998,0.7782,0.0003566,0.0003566,0.0003566
85,1007.06,0.34617,0.05934,0.03306,0.23508,0.84704,0.99984,1,0.995,0.95776,0.99984,1,0.995,0.995,0.30955,0.01979,0.00622,0.16662,0.77643,0.0003368,0.0003368,0.0003368
86,1018.82,0.33808,0.05957,0.03002,0.22843,0.84312,0.99982,1,0.995,0.96164,0.99982,1,0.995,0.995,0.30439,0.0199,0.01213,0.16505,0.77499,0.000317,0.000317,0.000317
87,1030.8,0.33986,0.05401,0.03476,0.22558,0.84305,0.99982,1,0.995,0.96123,0.99982,1,0.995,0.995,0.30492,0.01913,0.00825,0.1635,0.77619,0.0002972,0.0002972,0.0002972
88,1042.51,0.33639,0.05073,0.03147,0.22636,0.84409,0.9998,1,0.995,0.95143,0.9998,1,0.995,0.995,0.31947,0.02035,0.01901,0.16739,0.77908,0.0002774,0.0002774,0.0002774
89,1054.34,0.33754,0.04835,0.02679,0.22443,0.84316,0.99984,1,0.995,0.95568,0.99984,1,0.995,0.995,0.30971,0.02131,0.0101,0.16251,0.7768,0.0002576,0.0002576,0.0002576
90,1066.35,0.33576,0.06032,0.03312,0.22188,0.84195,0.99984,1,0.995,0.95779,0.99984,1,0.995,0.995,0.3069,0.01994,0.0111,0.16195,0.77487,0.0002378,0.0002378,0.0002378
91,1078.34,0.29481,0.02849,0.01589,0.17988,0.8061,0.99984,1,0.995,0.95794,0.99984,1,0.995,0.995,0.3049,0.01978,0.00386,0.16891,0.77569,0.000218,0.000218,0.000218
92,1090.21,0.29313,0.02662,0.01356,0.17853,0.80789,0.99984,1,0.995,0.95643,0.99984,1,0.995,0.995,0.31135,0.01835,0.00473,0.16282,0.7785,0.0001982,0.0001982,0.0001982
93,1102.01,0.29102,0.02754,0.01172,0.17574,0.80553,0.99984,1,0.995,0.9606,0.99984,1,0.995,0.995,0.30419,0.01753,0.00262,0.15875,0.77519,0.0001784,0.0001784,0.0001784
94,1113.75,0.29121,0.02532,0.013,0.1741,0.80497,0.99985,1,0.995,0.95729,0.99985,1,0.995,0.995,0.30751,0.01722,0.00208,0.15966,0.77731,0.0001586,0.0001586,0.0001586
95,1125.62,0.28892,0.02633,0.01284,0.17255,0.80584,0.99984,1,0.995,0.95721,0.99984,1,0.995,0.995,0.30931,0.0163,0.00322,0.15915,0.77811,0.0001388,0.0001388,0.0001388
96,1137.36,0.28448,0.02278,0.01077,0.16993,0.80328,0.99984,1,0.995,0.95952,0.99984,1,0.995,0.995,0.30568,0.01642,0.00247,0.15973,0.77621,0.000119,0.000119,0.000119
97,1149.05,0.28065,0.05212,0.01198,0.1696,0.80079,0.99984,1,0.995,0.95841,0.99984,1,0.995,0.995,0.30368,0.0161,0.00215,0.15739,0.77489,9.92e-05,9.92e-05,9.92e-05
98,1160.88,0.28186,0.02348,0.00994,0.16892,0.80271,0.99984,1,0.995,0.9613,0.99984,1,0.995,0.995,0.30079,0.01586,0.00198,0.15839,0.7737,7.94e-05,7.94e-05,7.94e-05
99,1172.57,0.28068,0.02315,0.01086,0.16678,0.80304,0.99984,1,0.995,0.96036,0.99984,1,0.995,0.995,0.29874,0.01549,0.00177,0.15559,0.77335,5.96e-05,5.96e-05,5.96e-05
100,1184.36,0.28085,0.02839,0.01266,0.16477,0.80615,0.99984,1,0.995,0.96113,0.99984,1,0.995,0.995,0.30061,0.01547,0.00197,0.15368,0.77461,3.98e-05,3.98e-05,3.98e-05
